sceneId,inputfile,labelfile
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\0.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\0.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\1.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\2.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\3.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\4.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\5.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\5.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\6.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\6.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\7.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\7.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\8.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\8.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\9.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\9.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\10.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\10.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\11.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\11.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\12.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\12.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\13.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\13.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\14.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\14.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\15.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\15.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\16.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\16.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\17.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\17.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\18.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\18.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\19.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\19.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\20.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\20.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\21.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\21.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\22.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\22.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\23.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\23.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\24.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\24.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\25.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\25.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\26.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\26.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\27.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\27.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\28.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\28.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\29.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\29.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\30.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\30.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\31.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\31.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\32.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\32.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\33.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\33.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\34.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\34.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\35.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\35.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\36.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\36.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\37.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\37.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\38.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\38.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\39.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\39.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\40.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\40.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\41.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\41.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\42.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\42.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\43.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\43.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\44.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\44.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\45.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\45.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\46.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\46.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\47.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\47.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\48.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\48.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\49.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\49.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\50.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\50.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\51.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\51.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\52.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\52.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\53.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\53.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\54.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\54.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\55.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\55.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\56.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\56.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\57.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\57.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\58.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\58.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\59.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\59.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\60.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\60.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\61.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\61.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\62.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\62.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\63.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\63.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\64.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\64.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\65.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\65.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\66.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\66.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\67.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\67.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\68.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\68.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\69.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\69.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\70.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\70.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\71.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\71.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\72.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\72.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\73.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\73.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\74.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\74.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\75.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\75.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\76.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\76.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\77.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\77.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\78.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\78.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\79.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\79.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\80.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\80.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\81.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\81.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\82.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\82.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\83.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\83.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\84.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\84.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\85.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\85.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\86.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\86.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\87.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\87.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\88.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\88.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\89.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\89.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\90.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\90.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\91.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\91.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\92.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\92.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\93.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\93.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\94.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\94.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\95.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\95.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\96.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\96.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\97.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\97.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\98.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\98.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\99.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\99.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\100.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\scene0000_00_2d-label-filt\label-filt\100.png
